id,organizattionName,category,postedBy,createdTime,message,likesCount,commentsCount,shareCount
147207215344994_850723091660066,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-27T04:46:56+0000,"PRESS NOTE:
Traffic re-arrangements and restrictions in Adugodi & Madivala Traffic Stations limit implementing on Temporarily basis from 26.4.2015. :
1. Traffic going from Silk board junction towards Sarjapura Road Junction and Madiwala Checkpost have to travel as usual and the Traffic coming from Madiwala Checkpost side restricted to move on Hosur road. (Refer 1 & 2 in the attached map)
2. The restricted traffic at Sarjapura road junction can go upto Krupanidhi college junction, take right turn and join Madiwala santhe beedi to join Madiwala Police Station Jn-Total mall Jn & Silkboard junction & Hosur road. (Refer 2, 3, 4 & 5in the attached map)
3. People those who wants to go to Maruthi nagar side can take right turn at Koramangala water tank junction further right turn at Kendriya Sadana and go further. (Refer 3, 6 & 7 in the attached map)
4. Traffic coming from Agara and Jakkasandra side towards Madiwala check post are prohibited to use Sarjapura road, instead they can take left turn at Krupanidhi college junction on to Madivala Sante Beedi and take right turn at Madivala Police Station junction-Total mall junction and can go further. (Refer 4, 5, 6 in the attached map)
5. Traffic going towards Madiwala and silk board from Koramangala BDA Complex by taking left turn at Koramangala Water Tank junction, reach Krupanidhi junction and via Madiwala santhe beedhi may reach Hosur Road. And by travelling straight towards Kendriya Sadana & taking right turn can go further towards to reach St. Johns hospital Junction, Marutinagar, Sarjapura checkpost & Madiwala checkpost (Refer 3, 6, 7, 1, 2 in the attached map)",86,86,126
147207215344994_850716298327412,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-27T04:19:52+0000,"TRAFFIC AT 10:00AM, Sagar Jn on bannerghatta Road, Sankey Tank Road, JC Road, Agara Jn towards Iblur.",17,2,1
147207215344994_850691131663262,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-27T03:19:30+0000,"Traffic AT 08:50AM, RMC yard Tumkur Road, Mekhri circle towards city on Bellary road & also  Mission Rd due to Water leakage.",18,0,2
147207215344994_850686411663734,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-27T03:07:07+0000,"ಬೆಂಗಳೂರಿಗರಿಗೆ ಬೆಳಗಿನ ಶುಬೋಧಯ. ಇಂದು ಹಾರ್ನ್ ಬಳಸದೆ ಇರುವ ಸೋಮವಾರ..ದಯಮಾಡಿ ಆದಷ್ಟು ಹಾರ್ನ್ ಬಳಸದಿರಿ.
Good Morning Bengaluru, It's NO Honking Monday, please avoid honking",124,3,22
147207215344994_850296755036033,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-26T12:08:54+0000,"PRESS NOTE:
Traffic re-arrangements and restrictions in Adugodi & Madivala Traffic Stations limit implementing on Temporarily basis from 26.4.2015. :
1. Traffic going from Silk board junction towards Sarjapura Road Junction and Madiwala Checkpost have to travel as usual and the Traffic coming from Madiwala Checkpost side restricted to move on Hosur road. (Refer 1 & 2 in the attached map)
2. The restricted traffic at Sarjapura road junction can go upto Krupanidhi college junction, take right turn and join Madiwala santhe beedi to join Madiwala Police Station Jn-Total mall Jn & Silkboard junction & Hosur road. (Refer 2, 3, 4 & 5in the attached map)
3. People those who wants to go to Maruthi nagar side can take right turn at Koramangala water tank junction further right turn at Kendriya Sadana and go further. (Refer 3, 6 & 7 in the attached map)
4. Traffic coming from Agara and Jakkasandra side towards Madiwala check post are prohibited to use Sarjapura road, instead they can take left turn at Krupanidhi college junction on to Madivala Sante Beedi and take right turn at Madivala Police Station junction-Total mall junction and can go further. (Refer 4, 5, 6 in the attached map)
5. Traffic going towards Madiwala and silk board from Koramangala BDA Complex by taking left turn at Koramangala Water Tank junction, reach Krupanidhi junction and via Madiwala santhe beedhi may reach Hosur Road. And by travelling straight towards Kendriya Sadana & taking right turn can go further towards to reach St. Johns hospital Junction, Marutinagar, Sarjapura checkpost & Madiwala checkpost (Refer 3, 6, 7, 1, 2 in the attached map)",48,40,60
147207215344994_850273688371673,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-26T10:51:10+0000,"Dear Friends, 
Today also chances of heavy wind/ rain in all part of the Bengaluru city. Do not park your vehicles under the tree. Use wipers & indicators without fail. Plan your journey accordingly. Call 103 - traffic helpline, for assistance.
Plz report if its raining in your area. Will help other commuters to get alert.",447,31,117
147207215344994_850239888375053,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-26T08:37:14+0000,As per the weather forecast report it may be heavy rain for next three-four days in many part of the karnataka including bengaluru city after evening and late night . commuters are requested not to park the vehicle under the tree and two wheeler riders may avoid riding after evening and late night. Please call 103 - traffic help line for assistance.,180,4,76
147207215344994_850238335041875,Bengaluru Traffic Police,Government organization,Bengaluru Traffic Police,2015-04-26T08:28:18+0000,https://t.co/Gz4Bx9VmBm,6,0,
103022096427538_916349571761449,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-05-03T12:18:22+0000,Cyberabad Police and IRDA kick started Motor Vehicle Insurance Awareness Campaign. Get insured at the special kiosks for spot purchase of insurance.,25,2,
103022096427538_916239538439119,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-05-03T10:32:40+0000,Share your views........ Admin..SK,21,5,
103022096427538_915516211844785,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-05-02T09:49:23+0000,"Whenever an ambulance’s light is flashing !

WHAT TO DO : 

No hurry, no worry, be calm, and slowly reduce your speed a bit.
Stay to the left if you already on left side.
If you are in the right lane continue to drive safely but merge carefully to the left. But, please do it only if it is safe to do so.
If there are three or more lanes the ambulance the ambulance will try and progress through traffic in the right-most lane.

WHAT NOT TO DO : 

Don’t make sudden movements, including sharp braking and sudden lane changes.
Don’t abuse other drivers around you, even if you think this will benefit the ambulance.
Don’t speed to get out of the way. This is dangerous..

Get the message.....Just share it to spread awareness. Admin..SK",414,21,159
103022096427538_914891241907282,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-05-01T09:21:36+0000,"As a social Service, Traffic Police has opened Chalivendram at KBR Park, Banjara Hills, Hyderabad. Admin..SK",135,4,14
103022096427538_914851991911207,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-05-01T05:48:16+0000,The beauty of of our traffic is One Has To Look Both the Sides While Crossing A ONE WAY ROAD.....Admin H !,471,59,15
103022096427538_914254635304276,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-30T10:58:32+0000,The city saw its warmest day this year when mercury touched 42 degree Celsius on Wednesday. Have a safe drive. Admin..SK,159,14,26
103022096427538_914250318638041,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-30T10:45:26+0000,"If you had gone abroad and returning to Hyderabad, clearly declare the goods you are bringing from abroad. Otherwise, the air passengers concerned face penal action. Wrongly declaring about or concealing imported goods by air passengers is an offence under the Customs Act. It may result in confiscation of property, imposition of fine and arrest of the passenger also, the Customs Commissioner, Hyderabad, N. Sridhar, said on Wednesday. - The Hindu

https://www.facebook.com/HydConnect/posts/846030375462542 Admin..SK",117,23,31
103022096427538_914226361973770,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-30T09:16:26+0000,"With coordination of Hyderabad and Cyberabad Traffic police and concerned GHMC officials, removed the hurdles from Rd. No. 45 dead end towards In-orbit Mall and paved a way for traffic to go to Hi-Tech City, Madhapur, Gachibowli. With this removal, now, traffic has been moving freely towards Hi-tech City and also reduced the Burden on Rd. No. 44, 39/44, Rd. No. 36, Jubilee Hills, Hyderabad. Admin..SK",115,5,3
103022096427538_914209515308788,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-30T08:29:27+0000,"As part of the Swatch Bharath Programme, staff of the Traffic PS Abids and Saifabad participated in the programme at Niloufer Hospital and clean the premises. Admin..SK",651,45,19
103022096427538_914175465312193,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-30T05:53:57+0000,"Traffic Live Update:-
Traffic slow down at RTC X Road due to Rasta Rokho,take alternate route.",53,3,1
103022096427538_913961512000255,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-30T00:00:18+0000,,157,10,62
103022096427538_913454505384289,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-29T10:19:53+0000,checking your blind spots for riders. You do not have all round vision from within your vehicle. There are blind spots at the sides and rear. Check your blind spots by glancing over your shoulder before you move left or right. Admin..SK,62,9,5
103022096427538_913406688722404,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-29T07:17:03+0000,Traffic cops showing special interest on damaged roads. Making coordination with GHMC and repairing road opp. Geetha Nursing Home.East Marredpally. Admin..SK,302,37,1
103022096427538_913396022056804,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-29T06:34:24+0000,Looking in the rear view mirror is a safe habit to have! Admin..SK,154,13,8
103022096427538_912698888793184,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-28T09:03:41+0000,Do share your driving experience in Hyderabad city ? Admin H!,249,299,6
103022096427538_912127925516947,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-27T15:41:39+0000,May thier souls rest in peace. Admin..SK,438,31,31
103022096427538_912056365524103,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-27T12:52:06+0000,"Traffic slow down at  TankBund,Ranigunj,Paradise,CTO,Balamrai,Tivoli,Tadban,,Bowenpally,Chilakalguda,Sangeeth,St.Johns Rotary,Sweekarupkar,JBS",37,7,
103022096427538_912054752190931,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-27T12:47:20+0000,"Traffic Live Update:-
Traffic slow down at Parade Ground(Secundrabad) Surroundings due to TRS Party Meeting,please avoid this route.",51,14,2
103022096427538_911917902204616,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-27T09:03:10+0000,"Mostly people doubted before, now we think we put it in good use...Admin H !",791,44,68
103022096427538_911769018886171,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-27T05:41:02+0000,"Parking places allowed by GHMC authorities in the twin cities the concerned exorbitant rates from the gullible public. 

4 wheeler – For first 2 hours Rs. 10 
                   For every extra hour Rs.5 
 
2 wheeler – For first 2 hours Rs. 5
                    For every extra hour Rs. 3

Any deviations in the parking fee collected by the contractors can be bought to the notice of GHMC authorities / can also be posted on our Traffic Police face book page / Hawk Eye ( APP ) for taking necessary legal action .

Let your friends know about this.....Admin H !",367,63,182
103022096427538_911730318890041,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-27T03:50:35+0000,"The following traffic diversions are likely to be imposed today from 1400 hrs to 2000 hrs in connection with public meeting being held by TRS party at Parade Ground, Secunderabad. Traffic diversions will be made, if required, at Surabhi Garden, Tvoli, Sweekar Upkar, Patny junction, YMCA, CTO etc.

Parking places are at Nizam College, P.G College, Malla Reddy Gardens, Chandana Gardens, CMR School Ground and Ashish Garden, NH 4, Dhobi Ghat, Railway Degree College, NTR Stadium, Public Garden, Necklace road.",30,7,9
103022096427538_911693892227017,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-27T01:46:10+0000,Enforcement against Drunken Drive. Admin..SK,200,25,70
103022096427538_911104495619290,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-26T09:21:14+0000,"State helplines for Nepal earthquake: 

Telangana: 09650990016, 040- 23454088 
Andhra Pradesh: 011-23385016 
NDMA: 01126701728/ 29 
WB:1070 Gujarat: 079 23251900/ 079 23251902/ 14 Maharashtra: 011- 23380326, 022-22027990 

MEA opens 24 hour Control Room for queries regarding tragic Nepal earthquake. Numbers: +91 11 2301 2113 +91 11 2301 4104 +91 11 2301 7905. Admin..SK",70,6,37
103022096427538_910752078987865,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-25T17:33:36+0000,"The intensity of tremors that have hit Nepal can be gauged by the fact that after the massive 7.8/9 magnitude first one, it has had 18 more tremors since then, all of them with the magnitude of over 4 on the Richter scale. Seven of them of these were above 5 and one at a big 6.6. 

The quake has caused heavy loss of life and property in Nepal, with even the areas in India such as Bihar, eastern UP and the northeast having suffered big damage.

India's external affairs ministry has opened a 24-hour control room to update on rescue and relief efforts and answer queries regarding the tragedy in Nepal. 

The numbers to the 24-hour control room are: +91 11 2301 2113, +91 11 2301 4104 and +91 11 2301 7905, an official statement said. 

The Nepalese helpline numbers are:+977-142-001-05 and +977-142-002-57. HTP FB Team.",74,4,14
103022096427538_910638348999238,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-25T14:33:06+0000,Parking fees prescribed by the GHMC authorities. Admin..SK,1586,195,1633
103022096427538_909974329065640,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-24T09:50:25+0000,"Horn is an arrogant, impatient and unskilled driving attitude. So except to avoid danger, don't honk Horns. Admin..SK",414,51,76
103022096427538_909518212444585,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-23T12:34:03+0000,Traffic restrictions are likely to be imposed on 24-04-2015 from 0900 hours to 1900 hours in connection with Plenary being held by TRS Party at LB Stadium. Admin..SK,64,6,21
103022096427538_909492899113783,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-23T11:20:58+0000,Which one should go first?! Admin..SK,408,733,40
103022096427538_909077409155332,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-22T17:15:07+0000,"Banners which are placed by TRS party workers has fallen due to heavy rain, obstructing traffic cleared by HTP Personnel.  Admin..SK",465,107,21
103022096427538_909013002495106,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-22T14:08:29+0000,Traffic Advisory - Special Drive on obstruction parking. Admin..SK,172,58,36
103022096427538_908877419175331,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-22T08:36:32+0000,Indians are obsessed with screen guards on their smart phones but never bother wearing a helmet on their head while riding bikes....Admin H !,812,43,104
103022096427538_908819072514499,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-22T05:22:35+0000,#respect Just saw a senior citizen supplying lemon juice and butter milk to the traffic cops at chanda nagar :) Admin H !,601,15,7
103022096427538_908435929219480,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-21T12:21:18+0000,Hyderabad Traffic Police giving First Aid to a person who got an injury in an small accident at 6 Number Junction. Admin..SK,1559,87,54
103022096427538_908363205893419,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-21T08:59:55+0000,"As part of Special Drive, Counselling is being given to Auto Drivers at Krishna Nagar by the Traffic Police Jubilee Hills for prevention of obstructive parking at Krishna Nagar Junction, Jubilee Hills.

Do you think this changes the attitude of Auto drivers ?? Admin H !",544,162,13
103022096427538_907973229265750,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T18:42:42+0000,Distribution of Butter milk to the staff of Traffic ps Gopalapuram. Admin..SK,545,14,12
103022096427538_907825639280509,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T14:55:24+0000,"Traffic Live Update:-
Traffic slow movement at Abids towards Koti Andhrabank, DM&HS(Koti Womens College) due to Bus Break down.",34,2,1
103022096427538_907814622614944,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T14:33:23+0000,"Heavy Traffic flow at Telugutalli Junction Ambedkar Statue,Liberty due to peak hours.",24,2,
103022096427538_907782225951517,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T13:40:21+0000,"Panjagutta traffic police showing placards with message ""You are challaned for obstructing the traffic. fine Rs 200/-"". Admin..SK",1206,122,76
103022096427538_907750409288032,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T12:25:08+0000,"People drinking Butter Milk at Chalivendram at Jubilee Hills Hills Check Post is being run by traffic Police Station Jubilee Hills, Hyderabad. Admin..SK",1876,98,90
103022096427538_907743392622067,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T12:03:31+0000,Expected Traffic Congestion at Boggula kunta to Gunpark due to Rally.,41,2,2
103022096427538_907740759288997,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T11:54:55+0000,"Traffic Live Update:-
@5:24 PM. Traffic slow down at Road no 12 Banjara Hills(Pension Office) towards Masab Tank and Nayapool towards Madina due to heavy Traffic.",41,1,1
103022096427538_907735822622824,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T11:39:10+0000,,68,2,3
103022096427538_907633559299717,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-20T05:52:42+0000,Why do people honk so much on Indian roads? Is there a solution or will there ever be a day when we can have sensible and disciplined drivers who can make use of their honk judiciously ? Admin H !,366,156,20
103022096427538_906923576037382,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-18T20:25:00+0000,,209,18,41
103022096427538_906773146052425,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-18T13:44:58+0000,"Traffic slow movement at Nayapool towards Madina,Charminar due to heavy Traffic.",33,1,1
103022096427538_906511536078586,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-18T05:04:13+0000,,1851,44,580
103022096427538_906300399433033,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-17T19:42:37+0000,True Story......,111,5,9
103022096427538_906097422786664,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-17T12:43:21+0000,DRUNKEN DRIVE AWARENESS by HTP. Admin..SK,277,12,121
103022096427538_906035372792869,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-17T09:58:31+0000,Looking in the rear view mirror is a safe habit to have! Do you follow it? Admin..SK,273,42,5
103022096427538_905568646172875,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-16T12:56:01+0000,"Inauguration of Traffic Park at Traffic Training Institute (TTI), Goshamahal, Hyderabad. Admin..SK",287,8,11
103022096427538_905410022855404,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-16T04:51:50+0000,Every second matters  :) Have a safe drive :) Admin H !,1171,38,72
103022096427538_905319926197747,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-16T00:13:04+0000,"Sunshine Super Specialty Institute, Madhapur is conducting a free obesity management camp between April 16 and 17 Bariatric surgeon, Dr Venugopal Pareek will be available for consultations. For registrations: 76749-99581. - The Hindu

https://www.facebook.com/HydConnect/posts/838887019510211 Admin..SK",45,2,3
103022096427538_905264826203257,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-15T21:33:16+0000,,90,4,77
103022096427538_905236382872768,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-15T20:27:29+0000,"If you overtake from the middle of the road, surely you will be sandwiched and crushed......Drive safe......Admin..SK",189,15,9
103022096427538_905081156221624,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-15T14:10:15+0000,"Traffic Live Update:-
Traffic slow movement at Nirankari Bhavan towards Lakdikapool,Ravindrabharathi due to heavy Traffic.
admin.. S",30,3,
103022096427538_905002812896125,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-15T11:00:07+0000,,132,11,14
103022096427538_904902659572807,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-15T05:03:44+0000,"Nano breaks down on a roadside.

A BMW 750Li stops to help the driver.
""I will tow you to the next service station, but if I drive too fast please flash your lights""
They start up slowly but only a km or so down the line a Porsche speeds past 150km/h.
The BMW driver totally forgets about the nano & guns it after the Porsche.
Just as all 3 of them tear through a speed trap, the HTP cop radios the HQ:
""Calling all stations :: You won't believe this, I just saw a BMW & a Porsche racing past at about 190 km/h with a Nano behind them flashing its lights to Overtake.

Just for gags :) Have a safe drive....Admin H !",761,64,90
103022096427538_904901829572890,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-15T05:00:49+0000,In every educational institute there should be a LESSON on TRAFFIC RULES...Admin H !,760,99,15
103022096427538_904586332937773,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-14T14:06:04+0000,Leveling the road with the help of private JCB at Chandrayangutta flyover. Admin. .SK,405,27,10
103022096427538_904581572938249,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-14T13:53:14+0000,"Traffic Live Update:-
Traffic slow down at NMDC towards Masab Tank,Lakdikapool due to Water Logging at Mehadi Function Hall.",55,8,3
103022096427538_904570349606038,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-14T13:25:18+0000,"Traffic Live Update:-
There Will be a Traffic Congestion between 7PM to 8.30PM at Ameerpet,Matha Temple, D.K.Road, Greenlands, Monappa, Panjagutta towards Ameerpet due to Sikh Procession.",31,0,1
103022096427538_904561959606877,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-14T13:10:42+0000,"Traffic Live Update:-
Traffic slow down at Ameerpet,Matha Temple,Satyam Theater,D.K. Road due to Sikh Procession,take alternate routes.",35,0,2
103022096427538_904113786318361,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T15:30:09+0000,"Cautionary (warning) signages to regulate the Push carts & Autos have been erected near Charminar, Gulzar Houz, Pathergatti..............Admin..SK",431,50,11
103022096427538_904064096323330,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T13:47:03+0000,"Traffic Live Update:-
 Heavy Traffic flow at Chutneys Resturant towards NFCL due to peak hours.",35,1,
103022096427538_904049019658171,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T13:07:49+0000,Traffic slow down at Chaderghat towards Nalgonda X Road due to heavy Traffic.,52,7,
103022096427538_904048502991556,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T13:06:50+0000,"Traffic Live Update:-
Traffic slow down at Fever Hospital towards Tilaknagar due to peak hours.",21,0,
103022096427538_904033239659749,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T12:35:45+0000,"Traffic Live Update:-
@6:04 PM. Heavy Traffic flow at HPS towards Shoppers Stop,Rasulpura,S.P.Road Secundrabad.",50,4,1
103022096427538_904030372993369,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T12:29:27+0000,"Traffic Live Update:-
@5:58 PM. Traffic slow down at Ameerpet towards Panjagutta due to heavy Traffic.",20,2,3
103022096427538_904028716326868,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T12:26:25+0000,Respect GHMC. Admin..SK,1474,52,20
103022096427538_903951399667933,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T09:06:16+0000,A part of hoarding of Kashish board was hanging  in dangerous manner near Nayapool x road due to heavy wind & rain last night. The same has been removed with the assistance of GHMC. Admin..SK,411,15,6
103022096427538_903888529674220,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-13T05:27:43+0000,We cant wait for the other authorities in emergency .....sometimes we have to take the responsibility for the free flow flow of traffic . Admin H !,1998,137,131
103022096427538_903701239692949,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-12T19:30:55+0000,Traffic diversions / restrictions at the Tank Bund Circle in connection with Dr. B. R. Ambedkar Birthday celebratrions. Admin..SK,54,3,9
103022096427538_903443916385348,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-12T09:37:32+0000,Hyderabad Trafic Police struggling to clear the drain water in different places to maintain free flow of traffic. Admin..SK,15846,972,1226
103022096427538_903070376422702,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-11T17:34:03+0000,"Traffic Police Jubilee Hills open Chalivendram at Jubilee Hills Check Post, so as to Quench the thirst of people. Admin..SK",321,12,10
103022096427538_902829519780121,Hyderabad Traffic Police,Government organization,Hyderabad Traffic Police,2015-04-11T06:00:26+0000,"Traffic Live Update:-
Traffic slow down at Fever Hospital(Nallakunta), Tilaknagar, Amberpet, Alicafe, take alternate route.",50,5,2
117817371573308_939626156059088,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T16:00:09+0000,"जब्त गाडियों की जानकारी व्हाट्सएप पर | अधिक जानकारी के लिए कृप्या निचे दिए गए लिंक पर जाए :
 http://www.khaskhabar.com/picture-news/news-delhi-police-to-give-informations-on-siezed-vehicles-on-whatsapp-1-63302.html",0,0,
117817371573308_939593909395646,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T15:05:00+0000,,6,0,
117817371573308_939596319395405,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T14:41:20+0000,"Traffic Alert 

A DTC bus No. DL 1PC 9508 has broken down at Lal Sai Marg, in the carriageway from Pankha Road towards Hari Nagar, causing congestion, shall be removed soon. Inconvenience regretted.",8,0,
117817371573308_939592552729115,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T14:27:06+0000,"Traffic Advisory
Today (i.e. 03.05.2015) from 07:00 a.m. to 11:00 p.m., all the traffic coming from Tilak Marg, Mathura Road and Sikandara Road moving towards IP Marg will take compulsory left turn on DDU Marg and then will take right turn on Vishnu Digambar Marg and then take right turn on Kotla Marg. The vehicles who want to go Delhi Gate will take left turn on Bahadur Shah Zafar Marg (BSZ Marg) and the vehicles who want to go IP Marg will take right turn on Bahadur Shah Zafar Marg (BSZ Marg) and then will take left turn on IP Marg.",3,0,
117817371573308_939575426064161,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T14:26:00+0000,,11,1,1
117817371573308_939573719397665,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T14:05:00+0000,"जब्त गाडियों की जानकारी व्हाट्सएप पर | अधिक जानकारी के लिए कृप्या निचे दिए गए लिंक पर जाए :
 http://www.khaskhabar.com/picture-news/news-delhi-police-to-give-informations-on-siezed-vehicles-on-whatsapp-1-63302.html",1,0,
117817371573308_939573079397729,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T13:29:01+0000,"Traffic Advisory
Today (i.e. 03.05.2015) from 07:00 a.m. to 11:00 p.m., all the traffic coming from Tilak Marg, Mathura Road and Sikandara Road moving towards IP Marg will take compulsory left turn on DDU Marg and then will take right turn on Vishnu Digambar Marg and then take right turn on Kotla Marg. The vehicles who want to go Delhi Gate will take left turn on Bahadur Shah Zafar Marg (BSZ Marg) and the vehicles who want to go IP Marg will take right turn on Bahadur Shah Zafar Marg (BSZ Marg) and then will take left turn on IP Marg.",1,0,
117817371573308_939572889397748,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T13:13:10+0000,"Delhi traffic police to hold a summer camp to stop underage kids from driving. Kindly see the details by clicking on the link given below :
http://timesofindia.indiatimes.com/city/delhi/Delhi-traffic-police-to-hold-a-summer-camp-to-stop-underage-kids-from-driving/articleshow/46897659.cms",1,0,1
117817371573308_939569179398119,Delhi Traffic Police,Government organization,Delhi Traffic Police,2015-05-03T13:00:22+0000,,7,0,1
